RSHA,BS,RHOB,CALI,DRHO,GR,RDEP,CALI_corr
0.7763,12.25,2.3947,11.81,-0.0192,17.07,0.6318,-0.4399999999999995
0.7481,12.25,2.396,11.81,-0.0177,17.17,0.6199,-0.4399999999999995
0.6819,12.25,2.3857,11.81,-0.0144,16.84,0.6117,-0.4399999999999995
0.6439,12.25,2.3756,11.81,-0.0146,16.83,0.5977,-0.4399999999999995
0.623,12.25,2.3637,11.81,-0.016,17.57,0.5817,-0.4399999999999995
0.6138,12.25,2.3508,11.81,-0.0221,17.57,0.5657,-0.4399999999999995
0.6035,12.25,2.3425,11.81,-0.0243,16.27,0.5498,-0.4399999999999995
0.6133,12.25,2.3476,11.81,-0.0262,16.24,0.537,-0.4399999999999995
0.6257,12.25,2.364,11.81,-0.0213,16.65,0.53,-0.4399999999999995
0.6235,12.25,2.3744,11.81,-0.0205,18.23,0.526,-0.4399999999999995
0.6078,12.25,2.3788,11.81,-0.0136,18.6,0.5239,-0.4399999999999995
0.5961,12.25,2.3696,11.81,-0.015,17.74,0.5208,-0.4399999999999995
0.5916,12.25,2.3634,11.81,-0.0115,17.76,0.5137,-0.4399999999999995
0.5763,12.25,2.3414,11.81,-0.0167,17.23,0.5018,-0.4399999999999995
0.5492,12.25,2.325,11.81,-0.0097,17.26,0.4887,-0.4399999999999995
0.5137,12.25,2.293,11.81,-0.0143,16.92,0.4746,-0.4399999999999995
0.4869,12.25,2.2779,11.81,-0.0101,17.39,0.4567,-0.4399999999999995
0.4701,12.25,2.2629,11.81,-0.0153,18.21,0.4376,-0.4399999999999995
0.466,12.25,2.2695,11.81,-0.0133,18.9,0.4177,-0.4399999999999995
0.4651,12.25,2.2728,11.81,-0.0164,18.6,0.3989,-0.4399999999999995
0.467,12.25,2.2824,11.81,-0.0226,17.53,0.3869,-0.4399999999999995
0.467,12.25,2.2811,11.81,-0.0225,15.98,0.3769,-0.4399999999999995
0.4671,12.25,2.2829,11.81,-0.022,15.6,0.3689,-0.4399999999999995
0.469,12.25,2.2755,11.81,-0.0224,16.34,0.361,-0.4399999999999995
0.4708,12.25,2.2825,11.81,-0.0197,17.84,0.3582,-0.4399999999999995
0.4657,12.25,2.2924,11.81,-0.0168,18.59,0.3623,-0.4399999999999995
0.4538,12.25,2.293,11.81,-0.0161,19.05,0.3724,-0.4399999999999995
0.4434,12.25,2.2911,11.81,-0.0175,18.38,0.3905,-0.4399999999999995
0.4499,12.25,2.291,11.81,-0.0199,16.44,0.4144,-0.4399999999999995
0.4811,12.25,2.3117,11.81,-0.0113,15.19,0.4394,-0.4399999999999995
0.5297,12.25,2.36,11.81,-0.0112,14.93,0.4626,-0.4399999999999995
0.6031,12.25,2.4363,11.81,-0.0103,15.44,0.4917,-0.4399999999999995
0.6696,12.25,2.4946,11.81,-0.0116,16.01,0.5258,-0.4399999999999995
0.6892,12.25,2.4782,11.81,-0.0126,17.53,0.5638,-0.4399999999999995
0.6742,12.25,2.4253,11.81,-0.0159,19.53,0.6074,-0.4399999999999995
0.6441,12.25,2.3929,11.81,-0.017,20.17,0.6388,-0.4399999999999995
0.6339,12.25,2.3779,11.81,-0.0143,19.32,0.6489,-0.4399999999999995
0.6562,12.25,2.3733,11.81,-0.0119,18.91,0.6517,-0.4399999999999995
0.701,12.25,2.3805,11.81,-0.0117,18.06,0.6446,-0.4399999999999995
0.7215,12.25,2.3923,11.81,-0.0117,18.0,0.6286,-0.4399999999999995
0.6882,12.25,2.3911,11.81,-0.0099,17.66,0.6093,-0.4399999999999995
0.6491,12.25,2.3854,11.81,-0.0061,17.74,0.5812,-0.4399999999999995
0.6314,12.25,2.3775,11.81,-0.0072,16.55,0.5445,-0.4399999999999995
0.6331,12.25,2.3714,11.81,-0.0092,15.6,0.5117,-0.4399999999999995
0.6075,12.25,2.3635,11.81,-0.0097,16.14,0.487,-0.4399999999999995
0.5532,12.25,2.3527,11.81,-0.0098,17.49,0.4751,-0.4399999999999995
0.5067,12.25,2.3407,11.81,-0.0079,18.13,0.471,-0.4399999999999995
0.5034,12.25,2.3269,11.81,-0.0156,18.21,0.4699,-0.4399999999999995
0.5444,12.25,2.326,11.81,-0.0184,17.72,0.4661,-0.4399999999999995
0.6313,12.25,2.3523,11.81,-0.0204,17.64,0.4663,-0.4399999999999995
0.7078,12.25,2.3991,11.81,-0.0123,16.35,0.4765,-0.4399999999999995
0.7101,12.25,2.4189,11.81,-0.0131,16.87,0.4954,-0.4399999999999995
0.6557,12.25,2.3965,11.81,-0.015,18.1,0.5161,-0.4399999999999995
0.6205,12.25,2.3612,11.81,-0.0211,18.96,0.5288,-0.4399999999999995
0.6163,12.25,2.3506,11.81,-0.0196,18.19,0.5288,-0.4399999999999995
0.6241,12.25,2.35,11.81,-0.0204,15.99,0.5232,-0.4399999999999995
0.6309,12.25,2.3603,11.81,-0.0173,14.81,0.5251,-0.4399999999999995
0.6316,12.25,2.3666,11.81,-0.0166,13.97,0.5291,-0.4399999999999995
0.621,12.25,2.3783,11.81,-0.0125,13.85,0.534,-0.4399999999999995
0.6155,12.25,2.3734,11.81,-0.015,14.31,0.5367,-0.4399999999999995
0.6278,12.25,2.3711,11.81,-0.0133,15.31,0.5307,-0.4399999999999995
0.6564,12.25,2.3823,11.81,-0.0109,16.19,0.519,-0.4399999999999995
0.6811,12.25,2.3849,11.81,-0.0117,16.58,0.5122,-0.4399999999999995
0.6674,12.25,2.3869,11.81,-0.0094,16.34,0.5153,-0.4399999999999995
0.6157,12.25,2.3738,11.81,-0.0102,16.23,0.5254,-0.4399999999999995
0.5807,12.25,2.3674,11.81,-0.007,16.25,0.5421,-0.4399999999999995
0.584,12.25,2.3614,11.81,-0.0096,16.75,0.554,-0.4399999999999995
0.6449,12.25,2.3723,11.81,-0.0121,17.3,0.559,-0.4399999999999995
0.7593,12.25,2.4002,11.81,-0.0108,17.95,0.5602,-0.4399999999999995
0.852,12.25,2.4227,11.81,-0.013,18.03,0.5675,-0.4399999999999995
0.8399,12.25,2.4165,11.81,-0.0159,17.62,0.5846,-0.4399999999999995
0.748,12.25,2.3906,11.81,-0.0189,17.98,0.6105,-0.4399999999999995
0.6761,12.25,2.374,11.81,-0.0135,18.72,0.636,-0.4399999999999995
0.644,12.25,2.3768,11.81,-0.0091,19.12,0.6487,-0.4399999999999995
0.6594,12.25,2.4099,11.81,-0.0019,18.34,0.6476,-0.4399999999999995
0.7384,12.25,2.4392,11.81,-0.0006,17.42,0.6357,-0.4399999999999995
0.8705,12.25,2.4504,11.81,0.0032,17.31,0.622,-0.4399999999999995
0.9206,12.25,2.4313,11.81,0.0034,17.05,0.6163,-0.4399999999999995
0.8195,12.25,2.4056,11.81,0.0002,16.9,0.6234,-0.4399999999999995
0.7007,12.25,2.3956,11.81,0.0,17.78,0.6369,-0.4399999999999995
0.6624,12.25,2.3959,11.81,-0.0009,20.21,0.6416,-0.4399999999999995
0.6839,12.25,2.4016,11.81,0.0041,21.0,0.6315,-0.4399999999999995
0.7199,12.25,2.4076,11.81,0.0053,19.73,0.6127,-0.4399999999999995
0.7354,12.25,2.4005,11.81,0.0045,17.17,0.5937,-0.4399999999999995
0.7256,12.25,2.3934,11.81,-0.002,17.25,0.5769,-0.4399999999999995
0.7074,12.25,2.3799,11.81,-0.0052,16.9,0.5648,-0.4399999999999995
0.6802,12.25,2.3659,11.81,-0.0086,16.67,0.5538,-0.4399999999999995
0.6444,12.25,2.3547,11.81,-0.0074,16.22,0.5428,-0.4399999999999995
0.6098,12.25,2.3484,11.81,-0.005,17.66,0.532,-0.4399999999999995
0.5872,12.25,2.3461,11.81,-0.0044,18.96,0.526,-0.4399999999999995
0.5824,12.25,2.3535,11.81,-0.0049,19.04,0.5241,-0.4399999999999995
0.5927,12.25,2.3568,11.81,-0.0113,17.62,0.5261,-0.4399999999999995
0.6186,12.25,2.3664,11.81,-0.0094,15.45,0.5301,-0.4399999999999995
0.6485,12.25,2.3726,11.81,-0.0111,14.89,0.535,-0.4399999999999995
0.678,12.25,2.3768,11.81,-0.0099,15.77,0.539,-0.4399999999999995
0.6916,12.25,2.3789,11.81,-0.0088,17.15,0.5399,-0.4399999999999995
0.6871,12.25,2.3677,11.81,-0.0102,16.79,0.5379,-0.4399999999999995
0.6583,12.25,2.3576,11.81,-0.0125,15.05,0.5328,-0.4399999999999995
0.6215,12.25,2.341,11.81,-0.0232,13.92,0.5238,-0.4399999999999995
0.5892,12.25,2.3381,11.81,-0.0267,14.51,0.5148,-0.4399999999999995
0.5803,12.25,2.353,11.81,-0.02,16.25,0.5059,-0.4399999999999995
0.5835,12.25,2.37,11.81,-0.0159,17.25,0.4979,-0.4399999999999995
0.5982,12.25,2.3823,11.81,-0.0115,16.94,0.491,-0.4399999999999995
0.6121,12.25,2.3774,11.81,-0.014,17.42,0.4869,-0.4399999999999995
0.6212,12.25,2.377,11.81,-0.0096,17.75,0.483,-0.4399999999999995
0.6037,12.25,2.3676,11.81,-0.0116,18.06,0.482,-0.4399999999999995
0.5861,12.25,2.3651,11.81,-0.0099,17.51,0.481,-0.4399999999999995
0.5803,12.25,2.3547,11.81,-0.0088,16.85,0.481,-0.4399999999999995
0.5848,12.25,2.3521,11.81,-0.0042,16.53,0.482,-0.4399999999999995
0.5808,12.25,2.3539,11.81,-0.0035,16.94,0.4832,-0.4399999999999995
0.5744,12.25,2.3587,11.81,-0.0039,17.51,0.4902,-0.4399999999999995
0.5827,12.25,2.3797,11.81,-0.0039,17.87,0.4993,-0.4399999999999995
0.6072,12.25,2.3923,11.81,-0.0053,17.81,0.5122,-0.4399999999999995
0.6534,12.25,2.4071,11.81,-0.0017,17.54,0.5254,-0.4399999999999995
0.687,12.25,2.4099,11.81,-0.0001,17.07,0.5445,-0.4399999999999995
0.7023,12.25,2.4062,11.81,0.0,16.7,0.5673,-0.4399999999999995
0.6903,12.25,2.406,11.81,-0.0009,16.45,0.5883,-0.4399999999999995
0.6932,12.25,2.3938,11.81,-0.0001,16.39,0.6061,-0.4399999999999995
0.6991,12.25,2.3892,11.81,0.0,15.37,0.6179,-0.4399999999999995
0.7059,12.25,2.3796,11.81,0.0,15.72,0.62,-0.4399999999999995
0.707,12.25,2.3771,11.81,-0.005,15.79,0.62,-0.4399999999999995
0.7065,12.25,2.3695,11.81,-0.01,17.2,0.6209,-0.4399999999999995
0.6932,12.25,2.3746,11.81,-0.0135,18.81,0.6177,-0.4399999999999995
0.6914,12.25,2.3938,11.81,-0.0077,19.22,0.6088,-0.4399999999999995
0.7032,12.25,2.3997,11.81,-0.005,18.69,0.5988,-0.4399999999999995
0.7141,12.25,2.4038,11.81,-0.0044,17.24,0.5869,-0.4399999999999995
0.6925,12.25,2.404,11.81,-0.0058,18.03,0.578,-0.4399999999999995
0.6668,12.25,2.4021,11.81,-0.0091,18.16,0.573,-0.4399999999999995
0.6506,12.25,2.3982,11.81,-0.0107,18.43,0.5698,-0.4399999999999995
0.6581,12.25,2.3858,11.81,-0.0158,18.16,0.5629,-0.4399999999999995
0.6642,12.25,2.3906,11.81,-0.0083,17.93,0.5558,-0.4399999999999995
0.6717,12.25,2.3778,11.81,-0.0078,17.61,0.5481,-0.4399999999999995
0.6671,12.25,2.3714,11.81,-0.0087,16.6,0.5461,-0.4399999999999995
0.6657,12.25,2.3691,11.81,-0.0134,18.06,0.5492,-0.4399999999999995
0.656,12.25,2.3728,11.81,-0.0132,18.59,0.5548,-0.4399999999999995
0.6515,12.25,2.3824,11.81,-0.0127,18.25,0.5529,-0.4399999999999995
0.6643,12.25,2.3867,11.81,-0.0104,15.98,0.5492,-0.4399999999999995
0.6785,12.25,2.3889,11.81,-0.0098,14.78,0.5526,-0.4399999999999995
0.6721,12.25,2.3777,11.81,-0.0079,16.39,0.571,-0.4399999999999995
0.643,12.25,2.3789,11.81,-0.0092,18.02,0.6082,-0.4399999999999995
0.6283,12.25,2.4006,11.81,-0.0065,19.27,0.6619,-0.4399999999999995
0.6627,12.25,2.4536,11.81,-0.0022,18.33,0.7145,-0.4399999999999995
0.8226,12.25,2.5011,11.81,0.0031,17.72,0.7553,-0.4399999999999995
1.1479,12.25,2.5058,11.81,0.0043,17.58,0.7851,-0.4399999999999995
1.3834,12.25,2.4769,11.81,-0.0016,17.82,0.8041,-0.4399999999999995
1.2847,12.25,2.4506,11.81,-0.0029,17.8,0.816,-0.4399999999999995
1.0498,12.25,2.4312,11.81,-0.0052,17.37,0.8213,-0.4399999999999995
0.8958,12.25,2.4169,11.81,-0.0012,17.7,0.804,-0.4399999999999995
0.7844,12.25,2.3888,11.81,-0.0079,17.94,0.7665,-0.4399999999999995
0.713,12.25,2.3908,11.81,-0.0106,18.3,0.7336,-0.4399999999999995
0.6771,12.25,2.4051,11.81,-0.0098,18.49,0.7047,-0.4399999999999995
0.6931,12.25,2.4304,11.81,-0.0079,18.83,0.682,-0.4399999999999995
0.7618,12.25,2.4461,11.81,-0.0055,19.11,0.6722,-0.4399999999999995
0.8466,12.25,2.4451,11.81,-0.0072,18.47,0.6733,-0.4399999999999995
0.9035,12.25,2.4488,11.81,-0.0027,17.64,0.6834,-0.4399999999999995
0.9176,12.25,2.4387,11.81,-0.0038,16.41,0.7003,-0.4399999999999995
0.911,12.25,2.4305,11.81,-0.0048,16.28,0.7161,-0.4399999999999995
0.8803,12.25,2.4244,11.81,-0.0095,16.93,0.728,-0.4399999999999995
0.8458,12.25,2.424,11.81,-0.0125,16.98,0.7339,-0.4399999999999995
0.8223,12.25,2.4315,11.81,-0.0132,17.43,0.7328,-0.4399999999999995
0.8185,12.25,2.4301,11.81,-0.0146,16.37,0.728,-0.4399999999999995
0.8304,12.25,2.4281,11.81,-0.0133,16.96,0.7249,-0.4399999999999995
0.8471,12.25,2.4336,11.81,-0.0114,16.33,0.722,-0.4399999999999995
0.8597,12.25,2.4284,11.81,-0.0089,15.74,0.721,-0.4399999999999995
0.8577,12.25,2.4261,11.81,-0.0033,15.37,0.7208,-0.4399999999999995
0.8474,12.25,2.4034,11.81,-0.0094,16.38,0.7158,-0.4399999999999995
0.825,12.25,2.4001,11.81,-0.0102,17.45,0.7087,-0.4399999999999995
0.8135,12.25,2.4038,11.81,-0.013,16.67,0.6957,-0.4399999999999995
0.7925,12.25,2.4096,11.81,-0.0081,15.51,0.6797,-0.4399999999999995
0.7665,12.25,2.4062,11.81,-0.0115,15.88,0.6637,-0.4399999999999995
0.7401,12.25,2.4098,11.81,-0.0076,16.73,0.6459,-0.4399999999999995
0.7313,12.25,2.41,11.81,-0.0078,16.79,0.6351,-0.4399999999999995
0.7345,12.25,2.4175,11.81,-0.0005,16.34,0.6321,-0.4399999999999995
0.7231,12.25,2.4218,11.81,-0.0028,15.81,0.6325,-0.4399999999999995
0.7195,12.25,2.4333,11.81,-0.0011,15.31,0.6464,-0.4399999999999995
0.733,12.25,2.4359,11.81,-0.0033,15.32,0.6653,-0.4399999999999995
0.7711,12.25,2.4285,11.81,-0.0071,15.92,0.6845,-0.4399999999999995
0.8218,12.25,2.4224,11.81,-0.0147,16.5,0.7085,-0.4399999999999995
0.8691,12.25,2.4201,11.81,-0.017,16.83,0.7364,-0.4399999999999995
0.8948,12.25,2.4256,11.81,-0.018,17.45,0.7613,-0.4399999999999995
0.9007,12.25,2.426,11.81,-0.0149,16.86,0.7832,-0.4399999999999995
0.8935,12.25,2.4373,11.81,-0.0142,15.64,0.7987,-0.4399999999999995
0.8752,12.25,2.4446,11.81,-0.0054,15.23,0.7986,-0.4399999999999995
0.8705,12.25,2.4394,11.81,-0.0067,16.22,0.7856,-0.4399999999999995
0.8531,12.25,2.4268,11.81,-0.0114,16.53,0.7664,-0.4399999999999995
0.817,12.25,2.4147,11.81,-0.0126,15.91,0.7394,-0.4399999999999995
0.7693,12.25,2.4084,11.81,-0.0081,16.5,0.7092,-0.4399999999999995
0.7533,12.25,2.3901,11.81,-0.0014,17.57,0.6721,-0.4399999999999995
0.7543,12.25,2.3571,11.81,-0.0065,18.78,0.6294,-0.4399999999999995
0.7335,12.25,2.3278,11.81,-0.0073,17.85,0.5895,-0.4399999999999995
0.6779,12.25,2.3082,11.81,-0.0137,17.04,0.5557,-0.4399999999999995
0.6188,12.25,2.307,11.81,-0.016,16.08,0.5287,-0.4399999999999995
0.5831,12.25,2.3108,11.81,-0.0212,17.01,0.5057,-0.4399999999999995
0.5681,12.25,2.3251,11.81,-0.0187,18.32,0.4838,-0.4399999999999995
0.5643,12.25,2.3391,11.81,-0.0172,18.81,0.4679,-0.4399999999999995
0.5702,12.25,2.3456,11.81,-0.0139,17.52,0.458,-0.4399999999999995
0.5793,12.25,2.3582,11.81,-0.0095,15.85,0.4532,-0.4399999999999995
0.5921,12.25,2.359,11.81,-0.0052,15.88,0.4552,-0.4399999999999995
0.6032,12.25,2.374,11.81,-0.0026,18.36,0.4632,-0.4399999999999995
0.6142,12.25,2.375,11.81,-0.0084,20.47,0.4722,-0.4399999999999995
0.6247,12.25,2.3769,11.81,-0.0157,20.31,0.4813,-0.4399999999999995
0.6504,12.25,2.3751,11.81,-0.0179,18.12,0.4931,-0.4399999999999995
0.6736,12.25,2.3769,11.81,-0.0171,17.56,0.5033,-0.4399999999999995
0.6723,12.25,2.3939,11.81,-0.013,18.05,0.5174,-0.4399999999999995
0.6519,12.25,2.4091,11.81,-0.0118,17.87,0.5366,-0.4399999999999995
0.6386,12.25,2.4231,11.81,-0.0085,16.51,0.5627,-0.4399999999999995
0.651,12.25,2.4334,11.81,-0.0069,15.61,0.597,-0.4399999999999995
0.6878,12.25,2.4518,11.81,-0.0027,16.96,0.6432,-0.4399999999999995
0.7294,12.25,2.4755,11.81,-0.0057,18.02,0.7024,-0.4399999999999995
0.791,12.25,2.4948,11.81,-0.0077,19.05,0.7723,-0.4399999999999995
0.9088,12.25,2.4763,11.81,-0.0151,18.25,0.8436,-0.4399999999999995
1.1106,12.25,2.4525,11.81,-0.0147,17.34,0.896,-0.4399999999999995
1.3114,12.25,2.4294,11.81,-0.0137,16.99,0.9216,-0.4399999999999995
1.304,12.25,2.4167,11.81,-0.0128,17.1,0.9212,-0.4399999999999995
1.1012,12.25,2.3991,11.81,-0.0122,17.53,0.8979,-0.4399999999999995
0.8856,12.25,2.3764,11.81,-0.0168,18.02,0.8516,-0.4399999999999995
0.7648,12.25,2.3694,11.81,-0.0171,18.84,0.7876,-0.4399999999999995
0.6985,12.25,2.3652,11.81,-0.0139,18.83,0.7138,-0.4399999999999995
0.6518,12.25,2.3556,11.81,-0.0123,17.34,0.6444,-0.4399999999999995
0.6231,12.25,2.3409,11.81,-0.0095,15.89,0.5896,-0.4399999999999995
0.6111,12.25,2.3287,11.81,-0.0166,14.82,0.5497,-0.4399999999999995
0.608,12.25,2.3393,11.81,-0.0139,15.85,0.5198,-0.4399999999999995
0.6068,12.25,2.3541,11.81,-0.016,16.29,0.4999,-0.4399999999999995
0.6009,12.25,2.37,11.81,-0.0138,17.72,0.4869,-0.4399999999999995
0.5951,12.25,2.371,11.81,-0.0187,17.92,0.477,-0.4399999999999995
0.5951,12.25,2.3729,11.81,-0.0167,17.51,0.4721,-0.4399999999999995
0.5967,12.25,2.3862,11.81,-0.012,16.77,0.4733,-0.4399999999999995
0.5891,12.25,2.3954,11.81,-0.0071,15.28,0.4812,-0.4399999999999995
0.5896,12.25,2.4073,11.81,-0.011,15.57,0.4914,-0.4399999999999995
0.6075,12.25,2.4193,11.81,-0.0126,15.95,0.5073,-0.4399999999999995
0.6304,12.25,2.4238,11.81,-0.015,16.26,0.5253,-0.4399999999999995
0.6545,12.25,2.424,11.81,-0.0133,16.24,0.5433,-0.4399999999999995
0.6812,12.25,2.4202,11.81,-0.0132,16.18,0.5612,-0.4399999999999995
0.7002,12.25,2.4106,11.81,-0.0136,17.21,0.5761,-0.4399999999999995
0.716,12.25,2.3987,11.81,-0.0105,17.68,0.5851,-0.4399999999999995
0.7248,12.25,2.3895,11.81,-0.0093,17.66,0.5931,-0.4399999999999995
0.7241,12.25,2.3946,11.81,-0.0084,17.5,0.601,-0.4399999999999995
0.6985,12.25,2.3997,11.81,-0.0111,17.11,0.6051,-0.4399999999999995
0.6724,12.25,2.4038,11.81,-0.0121,17.67,0.609,-0.4399999999999995
0.6719,12.25,2.3899,11.81,-0.0186,17.66,0.6098,-0.4399999999999995
0.6986,12.25,2.3871,11.81,-0.0177,17.32,0.6048,-0.4399999999999995
0.7306,12.25,2.3832,11.81,-0.0162,16.04,0.597,-0.4399999999999995
0.7363,12.25,2.3943,11.81,-0.0083,16.32,0.593,-0.4399999999999995
0.7187,12.25,2.3912,11.81,-0.0101,16.72,0.591,-0.4399999999999995
0.7,12.25,2.3872,11.81,-0.0125,17.22,0.589,-0.4399999999999995
0.691,12.25,2.3908,11.81,-0.0122,16.6,0.587,-0.4399999999999995
0.6868,12.25,2.3994,11.81,-0.0108,16.37,0.5851,-0.4399999999999995
0.679,12.25,2.4,11.81,-0.0107,15.46,0.5862,-0.4399999999999995
0.6754,12.25,2.3897,11.81,-0.0176,15.31,0.5934,-0.4399999999999995
0.6855,12.25,2.3702,11.81,-0.0213,15.25,0.6084,-0.4399999999999995
0.7063,12.25,2.369,11.81,-0.0219,15.14,0.6284,-0.4399999999999995
0.724,12.25,2.3915,11.81,-0.0128,16.5,0.6493,-0.4399999999999995
0.7319,12.25,2.4184,11.81,-0.0076,16.98,0.6691,-0.4399999999999995
0.7344,12.25,2.4143,11.81,-0.0096,17.59,0.6809,-0.4399999999999995
0.7462,12.25,2.3849,11.81,-0.0125,17.22,0.684,-0.4399999999999995
0.7562,12.25,2.3642,11.81,-0.0159,18.27,0.6862,-0.4399999999999995
0.7384,12.25,2.3724,11.81,-0.0106,20.46,0.693,-0.4399999999999995
0.6859,12.25,2.3899,11.81,-0.0084,20.37,0.6957,-0.4399999999999995
0.6573,12.25,2.3929,11.81,-0.0046,19.47,0.6885,-0.4399999999999995
0.6808,12.25,2.393,11.81,-0.0035,17.54,0.6683,-0.4399999999999995
0.7436,12.25,2.3798,11.81,-0.0071,15.36,0.6377,-0.4399999999999995
0.7897,12.25,2.3771,11.81,-0.0032,13.51,0.615,-0.4399999999999995
0.7736,12.25,2.3657,11.81,-0.0048,13.62,0.602,-0.4399999999999995
0.7244,12.25,2.3706,11.81,-0.0035,15.63,0.5939,-0.4399999999999995
0.6812,12.25,2.371,11.81,-0.0062,16.95,0.5869,-0.4399999999999995
0.6663,12.25,2.3785,11.81,-0.0073,16.87,0.5809,-0.4399999999999995
0.6666,12.25,2.3865,11.81,-0.0096,16.38,0.574,-0.4399999999999995
0.6858,12.25,2.3954,11.81,-0.0079,17.9,0.5711,-0.4399999999999995
0.7174,12.25,2.4054,11.81,-0.0041,18.98,0.5732,-0.4399999999999995
0.7439,12.25,2.4116,11.81,-0.003,18.77,0.5804,-0.4399999999999995
0.7528,12.25,2.412,11.81,-0.0084,17.09,0.5965,-0.4399999999999995
0.752,12.25,2.4158,11.81,-0.0097,15.73,0.6205,-0.4399999999999995
0.7525,12.25,2.431,11.81,-0.0038,16.4,0.6476,-0.4399999999999995
0.7667,12.25,2.4423,11.81,-0.0043,17.71,0.6796,-0.4399999999999995
0.795,12.25,2.4486,11.81,-0.0062,18.44,0.7124,-0.4399999999999995
0.841,12.25,2.4434,11.81,-0.0068,17.97,0.7423,-0.4399999999999995
0.9238,12.25,2.4392,11.81,-0.0018,17.19,0.7674,-0.4399999999999995
1.0154,12.25,2.4268,11.81,-0.0056,16.48,0.7904,-0.4399999999999995
1.0419,12.25,2.4222,11.81,-0.0072,16.92,0.8134,-0.4399999999999995
0.9946,12.25,2.422,11.81,-0.0101,18.24,0.8353,-0.4399999999999995
0.9282,12.25,2.437,11.81,-0.0029,19.57,0.8559,-0.4399999999999995
0.9006,12.25,2.4502,11.81,-0.0002,19.28,0.8626,-0.4399999999999995
0.9041,12.25,2.4491,11.81,0.0014,18.27,0.8548,-0.4399999999999995
0.9362,12.25,2.4396,11.81,-0.0045,18.1,0.8461,-0.4399999999999995
0.9596,12.25,2.4362,11.81,-0.0085,17.68,0.8433,-0.4399999999999995
0.9586,12.25,2.4482,11.81,-0.0083,17.65,0.8494,-0.4399999999999995
0.9476,12.25,2.4603,11.81,-0.0055,17.07,0.8632,-0.4399999999999995
0.9612,12.25,2.4591,11.81,-0.0026,17.74,0.8748,-0.4399999999999995
1.005,12.25,2.4459,11.81,-0.007,16.99,0.8747,-0.4399999999999995
1.0542,12.25,2.4309,11.81,-0.0101,17.26,0.8657,-0.4399999999999995
1.0566,12.25,2.43,11.81,-0.0135,16.32,0.8539,-0.4399999999999995
1.0164,12.25,2.4225,11.81,-0.0109,15.68,0.844,-0.4399999999999995
0.9528,12.25,2.4314,11.81,-0.0075,14.66,0.8379,-0.4399999999999995
0.9136,12.25,2.4282,11.81,-0.0087,14.5,0.832,-0.4399999999999995
0.8829,12.25,2.4318,11.81,-0.0092,15.35,0.828,-0.4399999999999995
0.8667,12.25,2.4358,11.81,-0.0107,15.87,0.8248,-0.4399999999999995
0.8788,12.25,2.436,11.81,-0.0121,15.66,0.8177,-0.4399999999999995
0.9384,12.25,2.4407,11.81,-0.0108,15.17,0.8047,-0.4399999999999995
1.007,12.25,2.4382,11.81,-0.0085,15.84,0.7897,-0.4399999999999995
1.0129,12.25,2.4305,11.81,-0.0092,16.89,0.7738,-0.4399999999999995
0.9567,12.25,2.4169,11.81,-0.0093,16.69,0.7587,-0.4399999999999995
0.8895,12.25,2.4085,11.81,-0.0079,15.61,0.7405,-0.4399999999999995
0.8391,12.25,2.408,11.81,-0.006,14.53,0.7174,-0.4399999999999995
0.7887,12.25,2.3986,11.81,-0.0095,14.88,0.6895,-0.4399999999999995
0.7554,12.25,2.3877,11.81,-0.0162,15.55,0.6596,-0.4399999999999995
0.7505,12.25,2.3889,11.81,-0.0111,16.74,0.6327,-0.4399999999999995
0.7627,12.25,2.3928,11.81,-0.0085,18.05,0.6099,-0.4399999999999995
0.7603,12.25,2.3977,11.81,-0.0046,17.75,0.5961,-0.4399999999999995
0.7376,12.25,2.3933,11.81,-0.0117,16.89,0.5932,-0.4399999999999995
0.7159,12.25,2.4014,11.81,-0.0127,16.48,0.5962,-0.4399999999999995
0.7035,12.25,2.4133,11.81,-0.0122,16.58,0.6042,-0.4399999999999995
0.7107,12.25,2.4253,11.81,-0.0044,17.67,0.6133,-0.4399999999999995
0.736,12.25,2.4335,11.81,-0.0021,16.62,0.6264,-0.4399999999999995
0.7766,12.25,2.4406,11.81,-0.0001,15.74,0.6445,-0.4399999999999995
0.814,12.25,2.4485,11.81,-0.0023,15.0,0.6697,-0.4399999999999995
0.8333,12.25,2.4471,11.81,-0.0043,14.55,0.7035,-0.4399999999999995
0.8511,12.25,2.4414,11.81,-0.0062,16.52,0.7352,-0.4399999999999995
0.8913,12.25,2.4382,11.81,-0.005,16.96,0.7571,-0.4399999999999995
0.9487,12.25,2.4389,11.81,-0.0012,17.73,0.7699,-0.4399999999999995
0.9696,12.25,2.4409,11.81,0.0027,16.82,0.7751,-0.4399999999999995
0.939,12.25,2.4382,11.81,-0.003,16.86,0.7811,-0.4399999999999995
0.8943,12.25,2.4361,11.81,-0.0071,17.85,0.7859,-0.4399999999999995
0.8798,12.25,2.4341,11.81,-0.0156,18.18,0.7861,-0.4399999999999995
0.8954,12.25,2.4387,11.81,-0.0129,17.34,0.7882,-0.4399999999999995
0.9153,12.25,2.4484,11.81,-0.0136,15.77,0.7964,-0.4399999999999995
0.936,12.25,2.4565,11.81,-0.0114,15.21,0.8137,-0.4399999999999995
0.9763,12.25,2.4776,11.81,-0.0108,15.35,0.8444,-0.4399999999999995
1.0363,12.25,2.4987,11.81,-0.0048,16.09,0.9035,-0.4399999999999995
