RSHA,BS,RHOB,CALI,DRHO,GR,RDEP,CALI_corr
0.6616,17.5,2.0539,20.57,-0.0115,74.62,0.5556,3.0700000000000003
0.6511,17.5,2.0501,20.32,-0.0125,75.41,0.5674,2.8200000000000003
0.6513,17.5,2.0461,20.78,-0.0138,73.89,0.5592,3.280000000000001
0.6556,17.5,2.046,21.28,-0.016,71.1,0.5429,3.780000000000001
0.6495,17.5,2.0499,20.47,-0.0178,69.64,0.5375,2.969999999999999
0.6388,17.5,2.0558,19.67,-0.019,69.4,0.5276,2.1700000000000017
0.6321,17.5,2.056,19.41,-0.019,69.88,0.5191,1.9100000000000001
0.6328,17.5,2.056,19.78,-0.0186,70.34,0.5195,2.280000000000001
0.6291,17.5,2.0579,19.06,-0.017,70.27,0.5112,1.5599999999999987
0.6308,17.5,2.059,19.14,-0.0149,71.63,0.5138,1.6400000000000006
0.6268,17.5,2.0619,20.06,-0.0131,73.71,0.5291,2.5599999999999987
0.6238,17.5,2.063,19.82,-0.0109,74.84,0.5346,2.3200000000000003
0.6551,17.5,2.0669,19.09,-0.013,74.55,0.5287,1.5899999999999999
0.6618,17.5,2.0737,18.35,-0.0165,71.26,0.5225,0.8500000000000014
0.6396,17.5,2.0769,18.3,-0.0166,69.81,0.5131,0.8000000000000007
0.6088,17.5,2.0731,18.66,-0.0146,69.43,0.5119,1.1600000000000001
0.5997,17.5,2.0672,18.37,-0.0109,70.99,0.5094,0.870000000000001
0.6112,17.5,2.0574,18.01,-0.0085,71.39,0.4989,0.5100000000000016
0.6172,17.5,2.0512,17.86,-0.0084,74.12,0.4943,0.35999999999999943
0.6228,17.5,2.0549,18.54,-0.0118,74.35,0.4992,1.0399999999999991
0.6207,17.5,2.0685,18.92,-0.0142,73.18,0.5044,1.4200000000000017
0.615,17.5,2.0748,19.71,-0.0151,70.03,0.5127,2.210000000000001
0.6139,17.5,2.0769,20.83,-0.0142,69.2,0.5267,3.3299999999999983
0.6294,17.5,2.0722,19.58,-0.0127,69.61,0.525,2.0799999999999983
0.6397,17.5,2.0643,17.75,-0.0121,69.39,0.5244,0.25
0.6356,17.5,2.0495,17.9,-0.0127,68.1,0.5302,0.3999999999999986
0.627,17.5,2.0365,17.56,-0.0139,67.65,0.5157,0.05999999999999872
0.6249,17.5,2.0321,17.94,-0.0153,67.14,0.4892,0.4400000000000013
0.6226,17.5,2.0339,19.35,-0.0195,69.46,0.4696,1.8500000000000014
0.6135,17.5,2.0379,20.57,-0.0197,70.69,0.4597,3.0700000000000003
0.5842,17.5,2.0341,21.05,-0.0216,70.35,0.4721,3.5500000000000007
0.5635,17.5,2.0282,20.26,-0.0216,67.0,0.5143,2.7600000000000016
0.5719,17.5,2.0261,21.85,-0.0204,65.75,0.5631,4.350000000000001
0.6303,17.5,2.0385,20.75,-0.0195,66.98,0.5558,3.25
0.7389,17.5,2.0891,20.27,-0.0166,67.33,0.5317,2.7699999999999996
0.7738,17.5,2.1768,20.3,-0.0108,66.66,0.523,2.8000000000000007
0.7031,17.5,2.3236,20.31,-0.0073,67.35,0.541,2.8099999999999987
0.6366,17.5,2.3299,19.74,0.0004,69.04,0.5826,2.2399999999999984
0.617,17.5,2.277,21.07,0.0064,69.79,0.6205,3.5700000000000003
0.6311,17.5,2.1545,22.6,0.0004,66.82,0.6182,5.100000000000001
0.6361,17.5,2.0372,23.71,-0.0012,65.67,0.6029,6.210000000000001
0.6391,17.5,2.0301,23.75,-0.0077,64.84,0.5974,6.25
0.6417,17.5,2.0377,23.73,-0.0186,64.97,0.5836,6.23
0.655,17.5,2.0505,23.84,-0.0209,66.57,0.5544,6.34
0.6574,17.5,2.0597,23.81,-0.0225,66.98,0.5182,6.309999999999999
0.646,17.5,2.0658,22.34,-0.0245,66.24,0.478,4.84
0.6249,17.5,2.0621,21.62,-0.0247,64.07,0.4514,4.120000000000001
0.5981,17.5,2.0553,20.75,-0.0247,63.15,0.4541,3.25
0.5586,17.5,2.0589,21.89,-0.0246,64.65,0.4753,4.390000000000001
0.5433,17.5,2.0696,23.43,-0.0246,64.99,0.5057,5.93
0.5462,17.5,2.0748,24.84,-0.0207,67.87,0.5426,7.34
0.5709,17.5,2.0615,24.71,-0.0205,69.61,0.5622,7.210000000000001
0.6133,17.5,2.0446,24.16,-0.0262,71.41,0.5705,6.66
0.6641,17.5,2.0373,20.8,-0.0296,70.96,0.5826,3.3000000000000007
0.6943,17.5,2.0524,18.23,-0.0328,70.33,0.5975,0.7300000000000004
0.7059,17.5,2.0646,17.6,-0.0341,69.97,0.6293,0.10000000000000142
0.7049,17.5,2.065,17.47,-0.032,69.18,0.6605,-0.030000000000001137
0.6834,17.5,2.013,19.08,-0.0272,67.73,0.6759,1.5799999999999983
0.6497,17.5,1.985,21.57,-0.0221,66.25,0.675,4.07
0.6202,17.5,1.9724,23.64,-0.0172,68.45,0.6365,6.140000000000001
0.6172,17.5,1.972,25.35,-0.0122,69.94,0.5624,7.850000000000001
0.6206,17.5,1.9865,24.91,-0.0143,68.02,0.4996,7.41
0.6139,17.5,2.0246,25.15,-0.0207,63.32,0.4614,7.649999999999999
0.5915,17.5,2.051,25.47,-0.0234,59.04,0.4423,7.969999999999999
0.5775,17.5,2.0558,25.0,-0.0257,58.65,0.4448,7.5
0.5833,17.5,2.0492,22.89,-0.0209,59.86,0.4596,5.390000000000001
0.5717,17.5,2.0384,22.89,-0.0142,63.56,0.4746,5.390000000000001
0.5622,17.5,2.039,24.46,-0.0078,65.63,0.4883,6.960000000000001
0.5469,17.5,2.0477,25.07,-0.0072,66.43,0.4965,7.57
0.5618,17.5,2.0519,24.45,-0.0116,68.47,0.4898,6.949999999999999
0.5995,17.5,2.0626,24.65,-0.02,71.01,0.4844,7.149999999999999
0.6334,17.5,2.0813,25.73,-0.0251,70.62,0.4916,8.23
0.6287,17.5,2.0945,24.89,-0.0262,66.33,0.5234,7.390000000000001
0.6041,17.5,2.096,24.74,-0.0276,62.23,0.5742,7.239999999999998
0.5823,17.5,2.0854,24.57,-0.0257,62.59,0.6065,7.07
0.5853,17.5,2.0783,25.1,-0.018,63.26,0.6027,7.600000000000001
0.6113,17.5,2.077,25.32,-0.0177,65.2,0.578,7.82
0.6413,17.5,2.0934,24.29,-0.0177,65.15,0.555,6.789999999999999
0.6527,17.5,2.1056,23.6,-0.0177,66.77,0.5505,6.100000000000001
0.6499,17.5,2.1041,23.86,-0.01,66.6,0.5581,6.359999999999999
0.6469,17.5,2.0838,24.54,-0.0097,66.53,0.5605,7.039999999999999
0.6248,17.5,2.0637,24.31,-0.011,66.11,0.5513,6.809999999999999
0.5981,17.5,2.0582,23.59,-0.0128,66.36,0.5363,6.09
0.5763,17.5,2.0676,23.67,-0.0136,65.61,0.5193,6.170000000000002
0.5794,17.5,2.0805,24.56,-0.0175,63.85,0.5023,7.059999999999999
0.6068,17.5,2.0897,21.11,-0.0176,61.93,0.4861,3.6099999999999994
0.6268,17.5,2.0919,21.81,-0.0192,61.69,0.4844,4.309999999999999
0.6255,17.5,2.0862,23.32,-0.0195,63.57,0.4921,5.82
0.5985,17.5,2.0783,23.31,-0.0119,66.84,0.515,5.809999999999999
0.5838,17.5,2.0761,23.63,-0.008,70.55,0.5372,6.129999999999999
0.5794,17.5,2.0847,23.35,-0.0061,71.24,0.5446,5.850000000000001
0.6046,17.5,2.0956,22.7,-0.0152,71.25,0.5389,5.199999999999999
0.6202,17.5,2.0921,22.25,-0.0182,70.48,0.5354,4.75
0.6267,17.5,2.0756,23.85,-0.0221,71.08,0.5415,6.350000000000001
0.623,17.5,2.0663,25.19,-0.0246,70.25,0.5508,7.690000000000001
0.6231,17.5,2.0728,25.19,-0.0208,70.9,0.5497,7.690000000000001
0.6238,17.5,2.1491,26.0,-0.0167,71.2,0.5433,8.5
0.62,17.5,2.1587,21.93,-0.0162,70.04,0.5284,4.43
0.6198,17.5,2.1551,21.75,-0.0179,66.8,0.5137,4.25
0.6169,17.5,2.1299,23.89,-0.0201,60.74,0.505,6.390000000000001
0.6135,17.5,2.0924,23.76,-0.0232,58.1,0.5027,6.260000000000002
0.6032,17.5,2.0737,23.06,-0.0253,56.33,0.497,5.559999999999999
0.5873,17.5,2.0663,22.73,-0.0272,59.08,0.4963,5.23
0.5896,17.5,2.0718,22.25,-0.0273,61.48,0.5018,4.75
0.5822,17.5,2.0826,22.54,-0.0255,64.12,0.5176,5.039999999999999
0.5845,17.5,2.084,23.57,-0.0232,66.89,0.5312,6.07
0.5777,17.5,2.0734,24.51,-0.0199,67.73,0.5362,7.010000000000002
0.6092,17.5,2.0663,21.08,-0.0168,66.14,0.5213,3.5799999999999983
0.6769,17.5,2.0641,18.3,-0.0211,61.85,0.4879,0.8000000000000007
0.7407,17.5,2.0679,19.12,-0.0188,57.13,0.4799,1.620000000000001
0.7264,17.5,2.0786,20.53,-0.0173,56.79,0.496,3.030000000000001
0.6385,17.5,2.0896,20.92,-0.0135,59.22,0.52,3.4200000000000017
0.5751,17.5,2.0823,22.5,-0.0164,65.05,0.5624,5.0
0.5652,17.5,2.0569,22.56,-0.0229,67.59,0.5758,5.059999999999999
0.5868,17.5,2.0367,21.99,-0.0294,68.62,0.5359,4.489999999999998
0.6244,17.5,2.0379,20.82,-0.034,67.11,0.4892,3.3200000000000003
0.6384,17.5,2.092,18.09,-0.0353,66.65,0.4643,0.5899999999999999
0.6293,17.5,2.1402,18.05,-0.0166,67.04,0.4661,0.5500000000000007
0.5966,17.5,2.1825,18.3,-0.0043,66.45,0.4879,0.8000000000000007
0.582,17.5,2.1878,19.4,0.0063,65.49,0.5272,1.8999999999999986
0.5797,17.5,2.1013,21.23,0.0001,65.23,0.5555,3.7300000000000004
0.5932,17.5,2.044,22.2,-0.0119,66.27,0.5506,4.699999999999999
0.6178,17.5,2.0343,24.0,-0.0227,66.28,0.5235,6.5
0.6382,17.5,2.0668,25.73,-0.022,65.13,0.49,8.23
0.6469,17.5,2.1171,24.52,-0.0211,65.41,0.4648,7.02
0.6459,17.5,2.1373,24.51,-0.0211,66.26,0.4553,7.010000000000002
0.6432,17.5,2.1293,21.44,-0.0211,65.01,0.459,3.9400000000000013
0.6265,17.5,2.1213,21.56,-0.0211,62.91,0.4788,4.059999999999999
0.5947,17.5,2.1027,23.55,-0.021,64.46,0.5169,6.050000000000001
0.5642,17.5,2.0847,24.6,-0.021,66.86,0.5602,7.100000000000001
0.5621,17.5,2.0715,24.55,-0.021,71.19,0.5722,7.050000000000001
0.5841,17.5,2.0739,24.26,-0.021,72.22,0.5609,6.760000000000002
0.6277,17.5,2.1,21.7,-0.021,72.04,0.5574,4.199999999999999
0.6691,17.5,2.1232,19.41,-0.021,69.75,0.5638,1.9100000000000001
0.7165,17.5,2.1375,19.93,-0.0171,65.4,0.5793,2.4299999999999997
0.753,17.5,2.1447,17.93,-0.0141,64.38,0.5886,0.4299999999999997
0.7399,17.5,2.1633,19.46,-0.0103,62.52,0.601,1.9600000000000009
0.6795,17.5,2.1756,19.95,0.002,64.86,0.5837,2.4499999999999993
0.6196,17.5,2.1635,21.55,0.0098,65.63,0.5545,4.050000000000001
0.5818,17.5,2.1283,22.03,0.0062,66.52,0.5191,4.530000000000001
0.5704,17.5,2.1077,24.07,-0.0024,68.23,0.477,6.57
0.5765,17.5,2.1032,25.12,-0.0069,68.24,0.4515,7.620000000000001
0.6049,17.5,2.0924,24.03,-0.0125,68.08,0.4554,6.530000000000001
0.6287,17.5,2.0515,21.76,-0.0152,64.11,0.465,4.260000000000002
0.6459,17.5,2.025,22.17,-0.0184,63.28,0.4869,4.670000000000002
0.6466,17.5,2.0317,22.64,-0.0227,62.29,0.5272,5.140000000000001
0.6392,17.5,2.0513,21.83,-0.0228,63.19,0.557,4.329999999999998
0.6412,17.5,2.0616,20.71,-0.0212,63.9,0.5646,3.210000000000001
0.6454,17.5,2.0659,20.6,-0.0171,67.87,0.577,3.1000000000000014
0.6541,17.5,2.066,20.81,-0.0149,72.13,0.5788,3.3099999999999987
0.657,17.5,2.0631,21.19,-0.0148,72.87,0.5764,3.6900000000000013
0.6562,17.5,2.0534,22.48,-0.0148,70.44,0.5842,4.98
0.6411,17.5,2.0328,22.62,-0.0148,68.02,0.5892,5.120000000000001
0.6398,17.5,2.0204,22.04,-0.0177,70.14,0.5934,4.539999999999999
0.6546,17.5,2.02,20.71,-0.0199,72.97,0.6018,3.210000000000001
0.6866,17.5,2.0267,20.02,-0.021,73.86,0.619,2.5199999999999996
0.7047,17.5,2.0289,20.39,-0.0226,72.2,0.6401,2.8900000000000006
0.7026,17.5,2.0271,19.91,-0.0227,70.36,0.645,2.41
0.6946,17.5,2.0309,18.24,-0.0212,69.03,0.6269,0.7399999999999984
0.6853,17.5,2.0464,19.38,-0.0207,69.64,0.6012,1.879999999999999
0.6692,17.5,2.0595,19.04,-0.02,70.29,0.562,1.5399999999999991
0.6502,17.5,2.0619,17.86,-0.0187,71.01,0.5353,0.35999999999999943
0.6134,17.5,2.0456,17.72,-0.017,72.16,0.5356,0.21999999999999886
0.5955,17.5,2.0238,18.22,-0.0167,72.48,0.5468,0.7199999999999989
0.6011,17.5,2.0114,19.15,-0.0205,69.89,0.5632,1.6499999999999986
0.6225,17.5,2.0129,19.11,-0.0198,66.61,0.5697,1.6099999999999994
0.6366,17.5,2.0294,19.15,-0.0181,65.03,0.5451,1.6499999999999986
0.651,17.5,2.0531,18.84,-0.0167,67.21,0.5048,1.3399999999999999
0.674,17.5,2.0713,19.34,-0.0166,68.16,0.4744,1.8399999999999999
0.6939,17.5,2.0836,20.97,-0.0147,71.08,0.4584,3.469999999999999
0.6579,17.5,2.0773,21.74,-0.0146,71.74,0.4646,4.239999999999998
0.611,17.5,2.051,22.46,-0.0146,70.4,0.4964,4.960000000000001
0.5657,17.5,2.024,22.77,-0.0165,68.79,0.5278,5.27
0.5725,17.5,2.0085,23.17,-0.0208,68.12,0.5299,5.670000000000002
0.6412,17.5,2.008,21.7,-0.0241,67.51,0.5102,4.199999999999999
0.7125,17.5,2.0186,19.77,-0.0284,67.55,0.492,2.2699999999999996
0.7171,17.5,2.0469,18.39,-0.0318,69.77,0.49,0.8900000000000006
0.6829,17.5,2.075,18.99,-0.034,71.64,0.5077,1.4899999999999984
0.6748,17.5,2.0924,19.77,-0.0314,71.43,0.5239,2.2699999999999996
0.6875,17.5,2.0911,20.08,-0.0279,69.89,0.5256,2.5799999999999983
0.6973,17.5,2.0833,19.07,-0.0214,70.25,0.5182,1.5700000000000003
0.6658,17.5,2.0628,18.85,-0.0193,70.52,0.5212,1.3500000000000014
0.6196,17.5,2.0341,19.94,-0.0184,70.44,0.5262,2.4400000000000013
0.6042,17.5,1.9906,22.2,-0.0219,70.65,0.53,4.699999999999999
0.6219,17.5,1.9832,24.21,-0.0264,71.09,0.5104,6.710000000000001
0.6255,17.5,1.9772,23.39,-0.032,72.69,0.4767,5.890000000000001
0.6537,17.5,2.0213,22.52,-0.0305,74.61,0.4648,5.02
0.6559,17.5,2.05,22.57,-0.0302,73.57,0.4781,5.07
0.6902,17.5,2.0741,21.8,-0.0235,70.48,0.5014,4.300000000000001
0.6833,17.5,2.0711,19.43,-0.0214,67.93,0.5336,1.9299999999999997
0.6864,17.5,2.0508,20.55,-0.0197,68.99,0.5878,3.0500000000000007
0.6756,17.5,2.0375,21.0,-0.0183,71.94,0.6112,3.5
0.6671,17.5,2.0331,19.95,-0.0183,73.4,0.5828,2.4499999999999993
0.6852,17.5,2.0426,19.61,-0.0183,74.13,0.555,2.1099999999999994
0.6914,17.5,2.0555,19.62,-0.0198,73.57,0.5305,2.120000000000001
0.68,17.5,2.0608,19.81,-0.0202,74.46,0.5165,2.3099999999999987
0.6601,17.5,2.0571,18.25,-0.0202,73.28,0.5228,0.75
0.6572,17.5,2.0185,19.26,-0.0164,73.37,0.5373,1.7600000000000016
0.6611,17.5,1.9939,19.7,-0.0162,71.73,0.5269,2.1999999999999993
0.6637,17.5,1.9892,19.97,-0.0184,72.49,0.504,2.469999999999999
0.6582,17.5,1.9929,20.04,-0.022,70.64,0.4804,2.539999999999999
0.6419,17.5,2.0094,20.5,-0.0231,70.31,0.4652,3.0
0.6197,17.5,2.0245,20.05,-0.026,68.37,0.4671,2.5500000000000007
0.6279,17.5,2.0269,20.53,-0.0247,67.21,0.4883,3.030000000000001
0.6454,17.5,2.0231,21.12,-0.0253,64.32,0.5178,3.620000000000001
0.6564,17.5,2.023,21.03,-0.0259,63.58,0.5386,3.530000000000001
0.6479,17.5,2.024,20.87,-0.0277,65.57,0.5538,3.370000000000001
0.6442,17.5,2.0336,19.85,-0.0256,70.41,0.553,2.3500000000000014
0.649,17.5,2.0571,19.01,-0.0238,72.23,0.5326,1.5100000000000016
0.6866,17.5,2.0667,17.95,-0.0188,72.1,0.5029,0.4499999999999993
0.6859,17.5,2.066,18.28,-0.0141,70.45,0.4947,0.7800000000000011
0.6622,17.5,2.0583,20.09,-0.0075,70.28,0.5067,2.59
0.6056,17.5,2.0455,21.09,-0.0093,69.8,0.5204,3.59
0.5862,17.5,1.9949,20.33,-0.0181,68.8,0.5115,2.8299999999999983
0.586,17.5,1.9564,21.89,-0.0299,67.99,0.4801,4.390000000000001
0.6043,17.5,1.9608,23.34,-0.0314,68.26,0.4384,5.84
0.6125,17.5,1.9706,21.67,-0.0338,71.13,0.4186,4.170000000000002
0.605,17.5,2.0115,22.05,-0.0258,72.54,0.4276,4.550000000000001
0.6041,17.5,2.0361,21.91,-0.0221,72.96,0.4594,4.41
0.6069,17.5,2.0505,22.55,-0.02,69.64,0.4927,5.050000000000001
0.6234,17.5,2.0549,23.06,-0.0204,71.44,0.5126,5.559999999999999
0.6348,17.5,2.0589,21.99,-0.0253,71.7,0.5275,4.489999999999998
0.6331,17.5,2.0629,20.82,-0.0278,73.14,0.5214,3.3200000000000003
0.6166,17.5,2.0669,20.75,-0.0289,70.0,0.5097,3.25
0.6054,17.5,2.0728,19.24,-0.0232,68.1,0.501,1.7399999999999984
0.6101,17.5,2.0874,19.35,-0.0196,67.36,0.5,1.8500000000000014
0.6129,17.5,2.0967,20.76,-0.008,67.3,0.5018,3.2600000000000016
0.6124,17.5,2.0941,21.81,-0.006,68.75,0.5359,4.309999999999999
0.6217,17.5,2.0824,21.92,-0.0075,69.63,0.5761,4.420000000000002
0.6578,17.5,2.0753,20.63,-0.0087,68.94,0.5695,3.129999999999999
0.7362,17.5,2.075,21.87,-0.0098,65.63,0.5769,4.370000000000001
0.7911,17.5,2.0856,23.04,-0.012,65.57,0.5945,5.539999999999999
0.7653,17.5,2.1082,21.32,-0.014,66.06,0.608,3.8200000000000003
0.7085,17.5,2.1263,20.17,-0.01,66.55,0.6294,2.6700000000000017
0.6705,17.5,2.127,21.55,-0.0048,62.86,0.6579,4.050000000000001
0.673,17.5,2.1048,22.71,-0.002,62.72,0.6422,5.210000000000001
0.6918,17.5,2.0896,22.12,-0.0057,65.0,0.6057,4.620000000000001
0.7097,17.5,2.0813,22.38,-0.0141,67.26,0.5943,4.879999999999999
0.7079,17.5,2.0771,21.98,-0.0191,68.3,0.6161,4.48
0.7059,17.5,2.0751,21.16,-0.0215,67.59,0.642,3.66
0.7225,17.5,2.0683,22.63,-0.014,68.04,0.6645,5.129999999999999
0.7551,17.5,2.0458,21.78,-0.0137,67.55,0.6592,4.280000000000001
0.7797,17.5,2.0296,18.93,-0.0156,67.04,0.6242,1.4299999999999997
0.7588,17.5,2.0338,17.82,-0.0182,67.85,0.6033,0.3200000000000003
0.7121,17.5,2.0571,17.37,-0.0215,69.57,0.6047,-0.129999999999999
0.667,17.5,2.0792,17.75,-0.0197,70.23,0.5976,0.25
0.639,17.5,2.0887,17.92,-0.0151,68.89,0.5694,0.4200000000000017
0.6326,17.5,2.089,18.52,-0.0104,68.59,0.5327,1.0199999999999996
0.6246,17.5,2.0823,19.34,-0.0059,69.47,0.5014,1.8399999999999999
0.6146,17.5,2.0685,18.62,-0.0076,72.11,0.4835,1.120000000000001
0.6055,17.5,2.0439,20.29,-0.0093,70.6,0.4891,2.789999999999999
0.6133,17.5,2.0295,20.18,-0.0136,68.44,0.492,2.6799999999999997
0.6206,17.5,2.0251,20.56,-0.0188,65.54,0.4927,3.0599999999999987
0.6333,17.5,2.0394,20.41,-0.0228,65.78,0.488,2.91
0.6415,17.5,2.0535,20.04,-0.0216,67.24,0.4868,2.539999999999999
0.6531,17.5,2.0665,18.84,-0.0207,67.84,0.5019,1.3399999999999999
0.6566,17.5,2.0747,16.99,-0.0178,69.76,0.5221,-0.5100000000000016
0.65,17.5,2.0808,16.88,-0.0175,71.9,0.5485,-0.620000000000001
0.6486,17.5,2.0829,17.69,-0.0175,74.33,0.5815,0.19000000000000128
0.6424,17.5,2.0772,17.55,-0.0177,73.57,0.5975,0.05000000000000071
0.6669,17.5,2.0683,17.83,-0.0185,69.5,0.5904,0.3299999999999983
0.6895,17.5,2.067,18.63,-0.0193,67.94,0.5763,1.129999999999999
0.7015,17.5,2.0786,19.41,-0.0196,67.64,0.5605,1.9100000000000001
0.6765,17.5,2.0983,19.05,-0.0137,69.16,0.548,1.5500000000000007
0.6631,17.5,2.1106,18.35,-0.012,68.24,0.5449,0.8500000000000014
0.6634,17.5,2.1043,18.36,-0.0134,66.5,0.5417,0.8599999999999994
0.6708,17.5,2.0828,18.42,-0.0145,67.63,0.5363,0.9200000000000017
0.6677,17.5,2.0598,18.66,-0.0158,67.57,0.5396,1.1600000000000001
0.6619,17.5,2.0542,19.79,-0.0169,68.42,0.5333,2.289999999999999
0.6596,17.5,2.0607,20.82,-0.0173,71.5,0.5196,3.3200000000000003
0.6699,17.5,2.0793,20.47,-0.0161,77.19,0.5102,2.969999999999999
0.6695,17.5,2.0887,21.37,-0.0135,79.82,0.5113,3.870000000000001
0.6598,17.5,2.089,20.34,-0.0153,75.65,0.518,2.84
0.654,17.5,2.0746,18.75,-0.0143,72.37,0.5387,1.25
0.6526,17.5,2.0634,18.63,-0.0115,70.41,0.556,1.129999999999999
0.664,17.5,2.0582,18.4,-0.0094,71.53,0.559,0.8999999999999986
0.6856,17.5,2.0561,17.94,-0.017,71.53,0.5605,0.4400000000000013
0.7006,17.5,2.0608,18.21,-0.0192,72.31,0.5693,0.7100000000000009
0.6946,17.5,2.0716,17.74,-0.0223,74.45,0.5769,0.23999999999999844
0.6684,17.5,2.073,18.32,-0.0248,76.16,0.5955,0.8200000000000003
0.6689,17.5,2.0682,18.74,-0.0276,77.01,0.6071,1.2399999999999984
0.6681,17.5,2.068,18.4,-0.0299,76.47,0.5917,0.8999999999999986
0.6874,17.5,2.0776,17.76,-0.0291,74.43,0.5634,0.26000000000000156
0.6794,17.5,2.0896,17.0,-0.0291,71.88,0.5472,-0.5
0.665,17.5,2.0813,18.01,-0.031,67.62,0.5466,0.5100000000000016
0.6429,17.5,2.0646,19.58,-0.033,67.23,0.5394,2.0799999999999983
0.6375,17.5,2.0418,21.27,-0.033,68.49,0.5276,3.7699999999999996
0.6457,17.5,2.0304,22.73,-0.033,71.02,0.5168,5.23
0.643,17.5,2.0261,22.72,-0.033,70.15,0.4919,5.219999999999999
0.6425,17.5,2.025,21.98,-0.033,69.72,0.4863,4.48
0.6332,17.5,2.0183,22.75,-0.033,67.22,0.5085,5.25
0.6353,17.5,2.0055,22.42,-0.0353,64.43,0.5228,4.920000000000002
0.6415,17.5,2.0021,22.12,-0.0369,63.91,0.5232,4.620000000000001
0.6524,17.5,2.0078,21.85,-0.0369,64.59,0.5261,4.350000000000001
0.6623,17.5,2.0224,22.3,-0.0369,65.68,0.5294,4.800000000000001
0.6704,17.5,2.0336,22.07,-0.033,64.79,0.5387,4.57
0.6806,17.5,2.034,21.05,-0.0264,64.36,0.5549,3.5500000000000007
0.695,17.5,2.0273,20.19,-0.0197,65.46,0.5758,2.6900000000000013
0.7154,17.5,2.027,20.7,-0.0171,65.9,0.5944,3.1999999999999993
0.7085,17.5,2.0337,21.76,-0.0159,67.49,0.6059,4.260000000000002
0.6963,17.5,2.0379,21.57,-0.0211,67.66,0.6065,4.07
0.6828,17.5,2.0399,20.24,-0.0255,68.56,0.5975,2.7399999999999984
0.6951,17.5,2.0439,18.97,-0.0268,69.42,0.587,1.4699999999999989
0.6995,17.5,2.0816,17.31,-0.0234,71.26,0.5845,-0.19000000000000128
0.6905,17.5,2.1109,16.74,-0.0141,71.64,0.5945,-0.7600000000000016
0.6789,17.5,2.1062,16.69,-0.0092,71.82,0.6048,-0.8099999999999987
0.6579,17.5,2.0598,16.78,-0.0201,71.07,0.6029,-0.7199999999999989
0.6691,17.5,2.0214,17.26,-0.0269,68.88,0.5999,-0.23999999999999844
0.6732,17.5,2.0027,17.7,-0.032,66.83,0.5793,0.1999999999999993
0.6772,17.5,1.9933,18.97,-0.0327,65.27,0.5624,1.4699999999999989
0.6624,17.5,1.9891,20.31,-0.0344,65.45,0.5456,2.8099999999999987
0.6484,17.5,1.9842,19.92,-0.0328,65.33,0.5163,2.4200000000000017
0.652,17.5,1.9801,20.37,-0.0327,65.68,0.4976,2.870000000000001
0.6341,17.5,1.9819,19.83,-0.0308,66.53,0.4868,2.3299999999999983
0.613,17.5,1.9907,19.65,-0.0302,68.72,0.4806,2.1499999999999986
0.5904,17.5,1.992,20.11,-0.0279,69.2,0.4919,2.6099999999999994
0.5939,17.5,1.9901,21.43,-0.0267,69.17,0.5093,3.9299999999999997
0.6123,17.5,1.99,20.63,-0.0267,68.53,0.5008,3.129999999999999
0.6404,17.5,1.991,21.9,-0.0304,68.44,0.4956,4.399999999999999
0.6536,17.5,1.9977,21.83,-0.0327,66.44,0.5055,4.329999999999998
0.6485,17.5,2.0124,20.29,-0.0345,65.9,0.5179,2.789999999999999
0.639,17.5,2.0265,20.96,-0.0346,63.96,0.538,3.460000000000001
0.636,17.5,2.0463,20.17,-0.0306,63.6,0.5609,2.6700000000000017
0.6362,17.5,2.0605,20.41,-0.0251,63.25,0.5646,2.91
0.6388,17.5,2.0697,21.57,-0.0189,65.1,0.5574,4.07
0.635,17.5,2.0661,20.78,-0.0167,69.06,0.5452,3.280000000000001
0.6352,17.5,2.0554,20.69,-0.0217,70.35,0.5287,3.1900000000000013
0.6393,17.5,2.0483,20.94,-0.0264,70.99,0.5205,3.4400000000000013
0.6452,17.5,2.0547,20.02,-0.0304,68.17,0.5276,2.5199999999999996
0.6501,17.5,2.0598,19.26,-0.0293,65.8,0.5407,1.7600000000000016
0.654,17.5,2.0619,19.16,-0.0285,65.5,0.5582,1.6600000000000001
0.6734,17.5,2.0581,19.79,-0.0266,67.18,0.5829,2.289999999999999
0.6858,17.5,2.0474,20.34,-0.0265,71.25,0.5873,2.84
0.7035,17.5,2.0364,21.19,-0.0246,72.3,0.5935,3.6900000000000013
0.7172,17.5,2.0244,21.31,-0.0252,72.95,0.6041,3.8099999999999987
0.7232,17.5,2.025,21.82,-0.0283,69.34,0.6104,4.32
0.7279,17.5,2.0375,22.48,-0.0304,70.03,0.6388,4.98
0.7273,17.5,2.0544,21.25,-0.032,71.0,0.6794,3.75
0.7326,17.5,2.0579,20.8,-0.0262,73.34,0.7131,3.3000000000000007
0.7453,17.5,2.0561,19.29,-0.0238,73.78,0.7223,1.7899999999999991
0.7553,17.5,2.0512,20.0,-0.0225,73.35,0.7102,2.5
0.781,17.5,2.0462,20.24,-0.0224,72.0,0.6726,2.7399999999999984
0.7849,17.5,2.0383,19.72,-0.0264,69.12,0.6384,2.219999999999999
0.7457,17.5,2.0303,20.05,-0.0283,69.04,0.6203,2.5500000000000007
0.6928,17.5,2.0233,20.18,-0.0303,70.82,0.6029,2.6799999999999997
0.6406,17.5,2.0143,20.53,-0.0302,71.61,0.5982,3.030000000000001
