x,t,u
4.506122796058087,0.154,-0.997209001283006
4.506122796058087,0.155,-0.9972510563917838
4.506122796058087,0.156,-0.9972920897942513
4.506122796058087,0.157,-0.9973321015873651
4.506122796058087,0.158,-0.9973710918814366
4.506122796058087,0.159,-0.9974090608001193
4.506122796058087,0.16,-0.9974460084803947
4.506122796058087,0.161,-0.9974819350725582
4.506122796058087,0.162,-0.9975168407402044
4.506122796058087,0.163,-0.9975507256602116
4.506122796058087,0.164,-0.9975835900227261
4.506122796058087,0.165,-0.9976154340311456
4.506122796058087,0.166,-0.9976462579021024
4.506122796058087,0.167,-0.9976760618654458
4.506122796058087,0.168,-0.9977048461642245
4.506122796058087,0.169,-0.9977326110546678
4.506122796058087,0.17,-0.9977593568061667
4.506122796058087,0.171,-0.9977850837012538
4.506122796058087,0.17200000000000001,-0.9978097920355844
4.506122796058087,0.17300000000000001,-0.9978334821179147
4.506122796058087,0.17400000000000002,-0.9978561542700813
4.506122796058087,0.17500000000000002,-0.9978778088269799
4.506122796058087,0.176,-0.9978984461365422
4.506122796058087,0.177,-0.9979180665597144
4.506122796058087,0.178,-0.9979366704704331
4.506122796058087,0.179,-0.9979542582556024
4.506122796058087,0.18,-0.9979708303150692
4.506122796058087,0.181,-0.997986387061599
4.506122796058087,0.182,-0.9980009289208506
4.506122796058087,0.183,-0.9980144563313502
4.506122796058087,0.184,-0.9980269697444658
4.506122796058087,0.185,-0.9980384696243803
4.506122796058087,0.186,-0.998048956448064
4.506122796058087,0.187,-0.998058430705248
4.506122796058087,0.188,-0.9980668928983953
4.506122796058087,0.189,-0.9980743435426725
4.506122796058087,0.19,-0.998080783165921
4.506122796058087,0.191,-0.998086212308627
4.506122796058087,0.192,-0.9980906315238923
4.506122796058087,0.193,-0.9980940413774031
4.506122796058087,0.194,-0.9980964424473997
4.506122796058087,0.195,-0.9980978353246447
4.506122796058087,0.196,-0.9980982206123915
4.506122796058087,0.197,-0.998097598926352
4.506122796058087,0.198,-0.9980959708946635
4.506122796058087,0.199,-0.9980933371578562
4.569589314312426,0.0,-0.9898214418809327
4.569589314312426,0.001,-0.989953539748093
4.569589314312426,0.002,-0.99008468355867
4.569589314312426,0.003,-0.990214872064227
4.569589314312426,0.004,-0.9903441040277089
4.569589314312426,0.005,-0.990472378223486
4.569589314312426,0.006,-0.990599693437397
4.569589314312426,0.007,-0.9907260484667919
4.569589314312426,0.008,-0.9908514421205749
4.569589314312426,0.009000000000000001,-0.9909758732192456
4.569589314312426,0.01,-0.9910993405949416
4.569589314312426,0.011,-0.9912218430914788
4.569589314312426,0.012,-0.9913433795643923
4.569589314312426,0.013000000000000001,-0.9914639488809774
